419
  0.00000000000000000e+00  1.39017233365546000e+16
  4.68678652354772200e-14  1.39024743206521600e+16
  9.37357304709544399e-14  1.39030884071957500e+16
  1.17169663088693044e-13  1.39033621310952560e+16
  1.40603595706431673e-13  1.39036185336751400e+16
  1.87471460941908880e-13  1.39040890482614540e+16
  2.10905393559647484e-13  1.39043068778777100e+16
  2.34339326177386087e-13  1.39045148637207960e+16
  2.57773258795124716e-13  1.39047140632131620e+16
  2.81207191412863295e-13  1.39049053622294900e+16
  3.28075056648340502e-13  1.39052671582932980e+16
  3.74942921883817709e-13  1.39056050556846240e+16
  4.21810787119294917e-13  1.39059226825085360e+16
  4.68678652354772174e-13  1.39062228291017140e+16
  5.62414382825726589e-13  1.39067791545906360e+16
  6.56150113296681004e-13  1.39072869409749800e+16
  7.49885843767635418e-13  1.39077552656042580e+16
  8.43621574238589833e-13  1.39081907963331340e+16
  9.37357304709544349e-13  1.39085986361966920e+16
  1.12482876565145318e-12  1.39093465534754100e+16
  1.31230022659336201e-12  1.39100222328084040e+16
  1.49977168753527084e-12  1.39106412130199440e+16
  1.68718608469527446e-12  1.39112140419560620e+16
  1.87460048185527829e-12  1.39117485555642440e+16
  2.24942927617528554e-12  1.39127242005137760e+16
  2.62425807049529279e-12  1.39136001070187440e+16
  2.99908686481530005e-12  1.39143976698606060e+16
  3.20795194284979847e-12  1.39148138998898500e+16
  3.41681702088429690e-12  1.39152126258915980e+16
  3.69886780997609456e-12  1.39157263156866900e+16
  4.15218069295302721e-12  1.39165002990447280e+16
  4.50689797456379567e-12  1.39170677976417200e+16
  4.87620805512676483e-12  1.39176280808745420e+16
  5.42483664701257120e-12  1.39184107218954980e+16
  6.09193073922210875e-12  1.39192942614894220e+16
  6.73224972527967869e-12  1.39200829090785660e+16
  7.05449243967246705e-12  1.39204605441502380e+16
  7.47990377013567376e-12  1.39209413548664440e+16
  8.12679901389152974e-12  1.39216374583828420e+16
  9.19402067821672407e-12  1.39227055847384060e+16
  1.01713523472833216e-11  1.39236093057206760e+16
  1.10062566027979643e-11  1.39243335143437220e+16
  1.15680800763585886e-11  1.39247989887895100e+16
  1.25285600806090173e-11  1.39255584628545760e+16
  1.34099409477372719e-11  1.39262193433110360e+16
  1.44470140391800989e-11  1.39269579891639180e+16
  1.61003166347481029e-11  1.39280600403593040e+16
  1.69279096413456843e-11  1.39285812596573540e+16
  1.81591152898848752e-11  1.39293236649075800e+16
  1.91991946785342037e-11  1.39299230510137580e+16
  2.13917006154117410e-11  1.39311137383528320e+16
  2.35143419917591038e-11  1.39321855120194060e+16
  2.46477684802521401e-11  1.39327295400169860e+16
  2.64425272257206024e-11  1.39335553116685380e+16
  2.99986402383463968e-11  1.39350792096918220e+16
  3.19850903290967085e-11  1.39358744528167860e+16
  3.44350454410220730e-11  1.39368075628026520e+16
  4.02132033265129548e-11  1.39388316922458920e+16
  4.46632123477038230e-11  1.39402499508401340e+16
  4.84437475398005428e-11  1.39413751725994840e+16
  5.29373405617604902e-11  1.39426308558775040e+16
  5.88649759256629141e-11  1.39441706449573760e+16
  6.17486904270208371e-11  1.39448776932466600e+16
  6.55936430954980333e-11  1.39457824030316540e+16
  7.45243293553116351e-11  1.39477369545683760e+16
  8.03130936805021162e-11  1.39489091335339920e+16
  8.61262583510989071e-11  1.39500218838954520e+16
  9.20995101381100805e-11  1.39511057002066100e+16
  1.00248400720358634e-10  1.39524984988133040e+16
  1.09908891287442236e-10  1.39540382814150420e+16
  1.24687222281326036e-10  1.39561978263885240e+16
  1.32569906873214608e-10  1.39572676132653360e+16
  1.43230161561784303e-10  1.39586364594634400e+16
  1.62025721529019109e-10  1.39608635528076760e+16
  1.79420668974889541e-10  1.39627488310977880e+16
  1.88792761431419990e-10  1.39637053979538800e+16
  2.04110548863925100e-10  1.39651910812912280e+16
  2.20365834435879951e-10  1.39666749161878040e+16
  2.50198662257910200e-10  1.39691892324550260e+16
  2.76930335175531125e-10  1.39712531461890620e+16
